rating,review,split
1,great opportunity mired corporate politics,train
2,great place work,train
1,great different company,train
1,amazon,train
1,disappointing say least,train
2,smart people lot opportunity different thing good pay,train
2,good place stay survive grow,train
1,left voluntarily even promoted twice new job thank god,train
1,depends job,train
1,associate partner manager uk ok first job,train
2,c developer,train
2,good place careful move another state politics change market,train
2,great place work,train
1,live expectation,train
2,weres,train
2,best company india,train
1,good,train
1,data engineer,train
2,balanced,train
2,google programmer,train
1,operation asst manager,train
2,great place work,train
2,first 6month amazon china,train
2,manager,train
2,challenging dynamic must find worklife balance,train
2,amazon way life,train
1,bad experience amazon prague,train
2,work hard fun make history,train
1,appreciate employee,train
1,would expect warehouse job,train
1,work risk warned,train
2,mac genius hardwork low pay,train
2,typical corporation great budget,train
2,could work elsewhere,train
1,losing passion bureaucracy,train
2,channel program analyst,train
1,team lead manager,train
1,secretive fragmented,train
2,genius,train
1,glass ceiling,train
2,marketing,train
1,worked,train
1,cannot recommend unless goal money,train
1,good friend area manangers,train
1,unprofessional,train
2,senior sdet,train
2,great place work,train
1,warehouse associate,train
1,cultish selfserving,train
2,good company,train
2,specialist,train
2,best talentbest place,train
2,financial analyst,train
1,double standard place,train
1,stay two year max get,train
2,amazing culture amusing place,train
2,love job,train
2,ok prepared critique,train
1,absolutely horrifying experience,train
2,lot smart people selling ad,train
1,overworked,train
2,amazon great place work,train
1,bangalore idc pathetic shape,train
2,great got play,train
2,used,train
1,vd 2,train
2,cool enough,train
2,sde intern,train
2,app reviewer,train
2,best retail,train
2,nice place work,train
2,great technology people last,train
1,reasonable work environment beware microsoft manager,train
1,warning,train
2,good overall environment dealing hr annoying,train
1,great people make,train
1,fast paced work environment proper training certain position,train
1,extremely tiring age fast,train
2,microsoft,train
2,fantastic,train
2,principal program manager,train
2,good experience,train
1,ups down,train
2,learn stretched vp org make big difference,train
2,senior software engineer,train
2,work experience,train
1,standard tech brotopia,train
2,best,train
1,aware taking job,train
1,great company decline,train
2,experience,train
1,focus cost cutting,train
1,13 year mental torture extremely bad culture manager manipulate manage,train
1,great company awful medical insurer,train
2,trainer,train
2,fastpaced energetic entrepreneurial challenging fun place grow,train
2,nothing important moving fast,train
2,struggling break bureaucracy past,train
1,disappointed,train
1,customer relation advisor,train
1,operation manager,train
1,expect anyone help,train
1,amazon leave hanging,train
2,great starting job,train
1,apple store genius,train
2,mostly good would even better redmond,train
2,sale,train
2,google shopping express,train
1,extremely unpleasant experience,train
1,amazon fc high manager turnover,train
1,stay far away possible,train
1,sd associate l2,train
2,solution architect,train
2,great company terrible manager,train
1,retail slave,train
2,great company work fast paced environment help grow interpersonal skill,train
1,little worklife balance accountability,train
1,applecare soulsucking dreadful place,train
1,miserable,train
2,decent place fresher start,train
2,amazing place,train
2,operation technician,train
1,picker,train
2,amazing company best job ever,train
2,front end developer,train
2,expected,train
1,multicultural crowded net,train
2,network quantitative analyst,train
1,job definitely career,train
1,great fulltime employee horrible place contractor,train
2,biggest company available,train
2,good deal,train
2,good company bad division,train
1,associate,train
1,best company want work,train
1,starting rot,train
2,ok,train
2,enjoyed working apple,train
2,great company,train
1,many good great attribute many severely bad management practice,train
1,microsoft 2013,train
2,maybe greatest company generation,train
2,good culture nice people,train
2,ownership opportunity,train
1,associate,train
2,payroll analyst,train
1,easy,train
2,freedom integrity,train
1,ups down,train
1,itno life money hungry company care people management,train
1,please treat employee better,train
1,wonderful place retire,train
2,interesting challanges great people tangible impact,train
1,limited opportunity growth,train
2,aws bigdata,train
1,mundane business driven,train
2,program manager,train
2,amazon warehouse worker,train
2,microsoft review,train
1,icqa,train
2,great company,train
2,amazing place work enjoy,train
2,window app,train
2,good place start retail focused individual,train
2,fulfilment,train
1,picker,train
2,senior manager,train
1,recognition nonexistent compensation,train
2,loss prevention specialist,train
1,modern slavery,train
2,lot work,train
2,good company good benefit,train
2,application engineer,train
2,great benefit cool product great management,train
2,avm,train
1,copywriter,train
2,fraud specialist,train
1,3 year tier 1 review amazon,train
1,soul crushing adversarial culture,train
1,work life balance skill,train
2,seasonal sortation associate,train
1,beware trap called amazon screw professional personal healthy lifestyle,train
2,company inflection point happens next m sink swim,train
2,big company startup culture,train
2,good,train
1,tier 2 support,train
2,smart people passionate team,train
1,agricultural engineer,train
2,good bad meh,train
1,run fast another employer,train
1,fair,train
1,tempting however keep looking,train
1,excellent marketing employee bad hype,train
1,environment nightmare,train
1,wish management would get trained,train
1,yardmarshal,train
1,burn spit,train
2,great place work,train
1,picker,train
1,expected,train
1,modern day plantation,train
2,customer service agent,train
1,time marinatenot part recent rifs,train
2,great,train
2,business analyst,train
2,microsoft great company ballless managersdirectors,train
2,assistant vendor manager,train
2,production worker,train
2,challenging rewarding great people great company,train
1,senior product manager,train
2,test engineer,train
1,omr,train
2,best company worked,train
2,amazon fulfillment,train
1,onboarding specialist,train
2,graduate area manager,train
2,catalog specialist,train
2,veteran amazon,train
1,poor,train
2,good place working,train
2,pivotal experience overall positive,train
2,solid job,train
2,director,train
1,apple buy owns,train
1,good company lot work,train
1,keep eye open back covered trust one,train
2,great peer good perk moderate work life balance,train
2,great employer,train
1,amazon next cisco,train
1,stay away,train
1,lacking innovation,train
1,might concern operation manager inbound,train
2,seasonal work amazonfresh,train
1,amazon fulfillment review,train
2,great warehouse job,train
2,excellent place work,train
1,picker,train
2,amazon offer many great benefit,train
1,data associate,train
2,thankful work amazon,train
1,human robot,train
1,working withe microsoft always enriching experience,train
2,good culture,train
1,imbalance worklife super frugal customer product important employes life,train
1,senior software engineer,train
1,amazon,train
2,risk investigator,train
2,program manager,train
2,many change going time,train
2,warehouse associate,train
1,horrible company,train
1,avoid cost workaholic,train
2,gebuis,train
2,business devlopment role amazon specifically aws,train
1,apple austin apple cupertino,train
2,netflix finance,train
1,treat employee like customer,train
1,money company,train
2,fulfillment associate temporary position,train
2,inventory specialist,train
1,poor work life balance management,train
1,amazon plea,train
1,learn cost life,train
2,great company come reorg,train
1,work hard expect rewarded,train
2,would recommend working amazon,train
1,ops manager,train
1,support engineer,train
1,ok,train
1,depends looking,train
1,csr hillsboro call center,train
2,microsoft,train
1,previous fte 10 year,train
1,take everything great,train
2,good general,train
1,stack ranking performance review kill innovation motivation,train
1,support analyst,train
2,warehouse associate,train
1,sweat shop,train
2,executive assistant,train
2,great engineer marketing much,train
1,principal pm manager,train
1,terrible place work,train
1,glossiest deadend job ever,train
1,id rather die,train
1,ok looking waste time,train
1,smartest underpaid individual ever worked,train
2,company review,train
1,apple map,train
2,job opening,train
2,awesome company,train
1,corrupt plutocracy overrewards top cost everyone else including customer,train
1,lost sause,train
1,legal assistant,train
2,hard work great opportunity,train
2,working google,train
2,specialist,train
2,financial analyst,train
2,great first 20 year,train
2,amazon fresh associate,train
2,fantastic company,train
2,still one best company,train
1,good company start career,train
2,good place work,train
1,amazon,train
1,mehr schein al sein,train
1,great investment crappy place work,train
2,sdet,train
2,home specialist,train
2,apple,train
1,culture differs team team,train
2,software engineer,train
1,really bad management development plan,train
2,awesome place work,train
1,hr administrator,train
1,glass house,train
2,team lead,train
1,great lot energy give,train
1,management favourite even subtle,train
1,order support specialist,train
2,contractor,train
1,tough place work day,train
1,seven year apple,train
1,warehouse associate,train
2,software intern,train
2,warehouse job,train
2,good work hard,train
2,good growth oppotunities,train
2,google product manager,train
2,fun work hard make history,train
2,investigator intern,train
2,great company individual team may great,train
2,solid company,train
1,fullfillment associate,train
2,apple,train
2,sr catalog quality associate,train
1,retrenchment getting norm,train
2,area manager,train
1,good,train
2,amazing,train
2,awesome company start long term career,train
2,repetitive improvement fixing google map region world,train
1,life specialist,train
1,software engineer experience,train
1,operation,train
1,burn good people,train
2,programmer,train
1,beware,train
1,disability welcome,train
1,bad time sale org,train
2,tech,train
1,design researcher,train
1,hectic work environment,train
2,good time google lot lot thing great group product,train
2,good place career opportunity,train
1,amazon inflate number employee le hour work,train
2,smart people good leadership high salary many oppotunities,train
2,fulliment associate,train
1,fullfillment associate,train
1,fulfillment associate,train
1,retention company really low good reason,train
1,walking write,train
2,continual change,train
1,amazon area manager,train
1,review,train
2,customer service,train
2,amazing culture,train
2,great american institution built people cost saving,train
2,good place learn,train
2,great working place,train
1,information,train
1,last resort,train
1,left sooner,train
2,great place work role,train
2,hard problem good people,train
1,start hourly position take time upgrade internal promotion hard,train
2,good,train
2,fulfillment,train
2,warehouse associate,train
1,catalog associate,train
1,could better management,train
1,transaction risk management,train
2,former employee,train
2,fastpaced innovative,train
2,microsoft,train
2,amazing company,train
2,apple specialist,train
1,much mismanagement,train
2,fast paced technically challenging rewarding,train
2,operation manager,train
1,better,train
2,erc agent,train
2,great company,train
1,horrible,train
1,would pas could,train
1,waste timeseriously,train
2,content test associate,train
2,work hard fun make history,train
1,ups down management feel like strong definition going,train
2,pg,train
1,life changing experience fabulous product want work sale,train
2,vast opportunity within amazing company,train
1,candidate experience,train
1,amazon warehouse,train
1,roller coaster,train
2,awesome experience,train
2,warehouse associate,train
1,horrible experience look like mental hospital,train
1,designer,train
1,good experience poor culture,train
2,best place work period,train
1,technical acount manager,train
2,great place work,train
2,online support,train
1,amazon social club,train
2,web developer,train
2,sale associate,train
2,best work ever,train
2,former employee,train
1,avoid place,train
2,superbrand,train
1,stay far away amazon,train
1,wish could give negative star,train
2,excellent place work,train
1,selfish arrogant inexperienced middle manager,train
2,good place work,train
1,great salary bad culture,train
1,nice people low pay,train
2,great work well others,train
1,really expected,train
1,manager selection improvement,train
2,le growth stable company,train
1,made fun humiliated first day,train
1,sde,train
2,associate,train
1,area manager,train
2,na,train
1,growing fast losing track culture,train
2,knowledge school much work,train
2,data analyst,train
1,bezos moral drove,train
1,warehouse work,train
1,pa,train
1,analyst,train
2,used great company,train
1,sale job,train
1,better working fast food restaurant,train
2,fc associate,train
1,like direction company satya would like see filter middle management,train
1,project manager,train
2,awesome,train
1,packer,train
1,one worst job ever,train
1,toxic understatement,train
1,amazon warehouse associate review,train
2,transaction risk management service,train
2,family,train
2,great place work depending team,train
2,amazing,train
1,need major improvement,train
2,good fresher,train
2,great company great benefit,train
2,one best company,train
2,good company,train
2,good short term career,train
1,engineer,train
2,software engineer,train
2,great company,train
1,started well quickly went downhill fulfillment center,train
1,software engineer,train
2,customer service kindle na,train
2,poor antiharassment policy implementation rampant instance broculture,train
2,great start,train
2,nice underdog,train
2,great company,train
1,manager,train
1,inbound stowproblem solver,train
1,mess mess everywhere,train
2,amazon review,train
1,depends team manager,train
2,fun make history,train
2,email agent customer service,train
2,amazon,train
1,slow career bad management,train
2,bit old fashioned,train
1,case study difficult extend culture large company,train
1,look good resume,train
1,amazon zombie,train
1,let enthusiasm misguide,train
1,global talent acquisition partner,train
1,microsoft asia,train
1,packer,train
1,amazon fulfillment center,train
1,leading backwards,train
2,outstanding place,train
2,shift manager review,train
2,financial analyst,train
2,amazing amazon,train
2,great company work,train
1,unethical employer,train
2,software engineer,train
2,ux designer ii l5,train
1,racist undertone company,train
2,microsoft,train
1,great company terrible management,train
1,good company full politics,train
1,much politics,train
2,proud work,train
2,software development manager,train
2,product manager,train
2,m,train
1,fog,train
2,great place learn ecom,train
1,poorly run store,train
1,hard accelerate career,train
2,cloud support engineer,train
1,arrogante vorgesetzte und vorziehen von,train
1,get ready long hour,train
1,good company yesterday,train
2,excellant opportunity excel latest technology though intergroup cooperation abismal,train
2,career ruth apple,train
1,buyer,train
2,sde amazon,train
2,good beginning soo bad,train
2,personal viewpoint,train
2,always great place work,train
2,scared steady political,train
1,sw engineer,train
1,nice place learn,train
2,sr hardware manager,train
2,drink koolaid,train
1,associate,train
1,feedback,train
1,consultant,train
1,device associate,train
2,great company,train
1,still retail cheap,train
1,sort associate,train
1,good,train
2,risk analyst,train
2,warehouse,train
1,survival fittest,train
1,area manager,train
1,horticulturist,train
2,best retail employment experience handsdown,train
1,good place experienced engineer,train
2,area manager,train
2,business development executive,train
2,best retail,train
2,great company work,train
2,associate consultant charlotte nc,train
2,5 year employee,train
2,new grad sde package,train
2,great company,train
2,product advisor,train
2,microsoft company review,train
1,started great toward end much,train
1,worst employer whole career,train
1,bittersweet hard maintain work life balance,train
2,glassdoor terrific,train
1,recommended one,train
1,get comfortable,train
2,still one better one,train
2,one best place work,train
2,energetic always adapting change microsoft transforming,train
1,rush apply yet,train
1,angestellte werden f¹r dumm verkauft,train
1,picker,train
1,worst manager ever,train
2,search quality associate,train
2,good job great environment,train
1,tam,train
2,competitive rewarding,train
2,amazon 3,train
1,software engineer,train
2,exciting innovative company come cost,train
1,respect understanding family,train
1,pathetic work culture last mile delivery,train
2,great place work,train
1,easy job get,train
2,exciting good work team work hard,train
2,explosive opportunity,train
1,lot want leave,train
1,sdm supply demand management,train
2,sr analyst,train
2,good company work,train
2,ready change,train
1,hard inflexible solid,train
1,hr,train
2,company provides great environment work strong technical asset many challenge,train
2,great job,train
1,technical specialist,train
1,office politics biased attitude,train
1,used great political science academy ppt orgchart creator paradise,train
1,everyone must expert everything,train
1,sad state affair,train
1,another warehouse job,train
2,review amazon employee experience,train
2,icqa,train
1,workplace bullying,train
1,good company work,train
1,life within amazon,train
2,transaction eisk investigator,train
1,jeff make billion eat peanut,train
2,partner channel development manager,train
2,fun project good work life balance,train
2,software engineer,train
1,good benefit horrible culture environment,train
1,performance review process,train
1,maximum politics minimum capability,train
2,great company,train
1,company horrible,train
1,incredibly competitive,train
1,fairness,train
2,software engineer,train
2,really move fast keep,train
2,good experience,train
2,company make impact,train
2,depends group,train
2,software engineer,train
2,stower,train
2,commercial,train
2,seasonal fulfillment associate,train
2,ok company,train
1,ad rater,train
1,customer first expense employee,train
2,software engineer,train
2,wonderful company beware different location old boy club,train
1,manage limited manager,train
2,amazing workplace,train
1,applecare,train
2,great company work,train
2,benefit review,train
1,warehouse associate,train
1,growing fast keep,train
2,good place work full time good intern,train
2,good place work right school,train
2,software engineer,train
2,microsoft great company work many way internal culture good fit,train
2,learn lot know getting,train
2,perfect,train
1,thay keep people,train
2,awesome company,train
1,working amazon facility,train
1,great company issue,train
2,customer centric company world,train
1,little regard little guy,train
2,mba intern,train
1,good work experience bad management,train
1,m,train
2,good employer,train
2,business development manager,train
2,great company,train
2,great career outlook poor worklife balance,train
2,great place work,train
2,sort center,train
2,plentygoodnbad,train
2,great work setting amazon india,train
2,aws business development manager,train
2,good buy myth,train
1,sample,train
2,awesome great company department,train
1,aha applecare agent,train
2,management,train
2,system engineer,train
2,tpm,train
1,rf engineer,train
2,tiresome work culture,train
2,mobility hard work fun,train
1,lot hype substance lacking,train
2,good place slowly becoming big corp,train
1,fc associate,train
1,root evil performance review model,train
2,awesome place,train
1,terrible place work,train
2,depends team,train
2,good bad,train
1,make well,train
1,outbound pick,train
1,bad programmer,train
2,amazon,train
1,unrealistic expectation employee,train
2,company demonstrates value employee,train
2,overall great work experience,train
1,warehouse hand,train
1,homophobiaracismsexism,train
2,okay place work,train
1,right hand know left hand,train
1,amazon,train
1,outbound associate,train
1,amazon suck,train
1,modern day sweat shop,train
2,everyone,train
1,director,train
2,good place learn grow,train
1,appearance matter,train
1,review necessarily apple specific job currently stuck thankless job,train
1,apple used,train
2,amazon fulfilment associate,train
2,parttime,train
2,great student,train
2,cash money,train
1,great worklife balance,train
1,company transition,train
2,make good temporary job,train
2,positive experience great company work,train
1,managed supply chain module,train
2,day one amazon loving,train
1,fastpaced environment,train
2,feel like many different company within one huge company,train
1,burnout real,train
1,sick place,train
1,good place know exhibit,train
2,great place much responsibility,train
1,azure alliance director,train
2,great company work,train
2,amazon marketplace mexico,train
2,good company,train
1,apple retial,train
1,packer,train
1,awful,train
1,unwanted unloved make alot money,train
1,worst experience,train
2,front end engineer,train
1,warehouse associate,train
2,big company,train
2,software engineer,train
1,make work overly hard worklife balance,train
2,great place,train
1,work company,train
2,best place earth,train
1,nice people,train
2,retail store,train
2,overall experience,train
1,plain simple work year get,train
2,make impact fun,train
2,senior software engineer,train
2,great place learn move,train
1,linguistic tester,train
1,incredibly dysfunctional discriminatory,train
2,overly focused engineer cutthroat,train
2,great opportunity,train
2,great fun amazon,train
2,corporate culture spotty w ceo transition beware careerlongtime microsofties,train
1,sr hra,train
1,challenging mostly frustrating time little box job,train
2,awesome career experience,train
1,go,train
1,pa review,train
1,great place work walmart software,train
2,senior category merchant manager,train
2,partly good partly,train
2,great culture great place start career,train
2,used good place grow,train
2,overall great place work,train
2,great opportunity downside,train
2,great company,train
2,love,train
1,work,train
1,company simply big provide necessary individual attention career progression,train
2,big scale great people still big company,train
2,good job bad career,train
2,test repair department apple,train
1,procurement manager,train
2,business development specialist,train
1,microsoft,train
2,best place work,train
1,senior compliance associate,train
1,cutthroat,train
2,great opportunity political,train
2,google,train
2,associate,train
1,working amazon,train
1,favouritism zero support,train
2,engineer,train
1,big brother watching,train
1,cloud support associateengineer,train
1,advice stay away unless work manager high level role,train
1,horrible management,train
2,great place work,train
1,worst management good newbie seasoned professional favored,train
1,good company lot problem,train
2,good place work,train
1,place futuristic progressive manager,train
2,keep getting better,train
2,travailler chez apple un mythe,train
1,stower,train
1,company transition peopleemployees high priority,train
2,cult like,train
1,project manager,train
1,high turnover ot maybe unpaid voluntary time,train
1,good,train
1,picker packer,train
1,seasonal sorting associate dla4,train
1,software engineer,train
2,seasonal associate,train
2,uk dart,train
2,senior device associate,train
2,aha,train
1,good place entry expert level others,train
2,great company,train
1,simple application le stellar management,train
2,workathome,train
2,great environment still retail,train
1,giant company giant mess,train
1,used great place work go desperate,train
1,career path great perk,train
1,meh,train
2,qa engineer,train
2,euk5,train
2,wide scope freedom work,train
1,epg alliance manager,train
2,great pay bad career,train
2,fast paced quick living,train
1,great learning experience,train
1,principal engineering manager,train
2,catalog associate,train
1,microsoft retail,train
2,apple,train
2,fun,train
2,performance,train
1,arrogant culture collaboration bullying management equal opportunity employer,train
1,microsoft gtsc bangalore embassy golf link pathetic place term management politics,train
1,implementation company africa working well people like amazoncom leading,train
1,amazon worker,train
1,hated,train
1,sr human resource assistant,train
2,headed right direction,train
2,great working m,train
1,hard work low pay,train
1,great,train
1,worst place ever work apply amazon,train
1,great benefit environemnt much,train
2,good place short stay work,train
1,apple retail entirely separate entity,train
2,great retail job,train
1,thought would,train
2,onsite medical representative,train
2,good place work,train
2,itunes,train
2,warehouse associate,train
1,competitive environment,train
2,high volume call center,train
1,glass ceiling irony,train
2,great company,train
2,apple course awesome,train
1,customer service,train
2,great place work,train
2,good place work,train
1,apple retail great college kid adult professional,train
1,stay away,train
2,large company nice career opportunity,train
2,amazing place work,train
2,good benefit,train
1,smh,train
2,awesome,train
2,good,train
2,head,train
1,apple specialist,train
1,avoid place like plague,train
2,interesting challenging 7 year,train
1,research,train
1,assocate,train
2,system developer,train
1,corporate cog,train
1,political stale unimaginative,train
1,amazon,train
1,designer say amazon,train
2,long hour,train
1,admin,train
1,love hate time,train
1,fullfilment associate,train
1,disorganized warehouse,train
2,review,train
2,great company,train
2,specialist,train
1,area manager,train
1,horrible employer ruin life working,train
1,largest operation company,train
1,interesting wear comfortable shoe,train
1,care much employee,train
1,eh,train
1,solid pay 100 number based policy demanding management,train
2,5 star,train
2,great unless want make impact reach star,train
2,great company work,train
1,campus associate position,train
1,assistant manager,train
1,worst experience,train
2,care employee,train
2,wonderful work experience,train
1,would recommend horrible company low pay hard advance next level,train
1,culture,train
2,good benefit poor management,train
1,engineering manager,train
2,ship dock associate,train
2,best retail job,train
2,good place,train
2,identity crisis cost company people profit,train
2,work home csr,train
1,good place work,train
2,great place work depending,train
1,directionless ship,train
2,sde intern,train
2,buckle seat belt,train
1,review,train
1,con pro,train
2,csa,train
1,worst group microsoft msit aka idcso,train
2,great place work,train
2,great company ambitious people,train
2,okay job could lot better,train
1,amazon,train
1,beware,train
1,worked 3 week laid,train
1,work msft,train
1,management great neither pay job,train
1,packer,train
2,amazing company getting big bit bureaucratic time,train
2,amazing company,train
2,good place,train
2,want move start making connection within company,train
1,meh,train
1,stangnant,train
1,expect,train
2,heading great direction,train
2,amazing training,train
1,expectation compensation,train
1,horrible,train
1,done never going back,train
1,start good work,train
1,stay hydrated,train
2,good want ever create tech,train
1,increase fifteen dollar minimum wage,train
2,operation manager logistics,train
1,abusive hypercompetitive atmosphere,train
2,good giant company face many chanllenges,train
2,international project engineer 3,train
2,nice company change air,train
2,senior marketing manager,train
2,ask,train
1,work used standing 10 hour,train
2,associate,train
2,great place work,train
1,great benefit stimulating work environment politics performance stack ranking make challenging stay,train
1,tier 2 home advisor job going downhill fast,train
2,despite big phenomenal place learn grow,train
2,good company overall,train
2,sr software development engineer,train
2,great place work,train
1,via volt,train
1,bleed blue apple,train
2,software engineer,train
1,best college family,train
1,mac xpert,train
2,great company,train
2,good place learn trade,train
1,welcome new ibm,train
2,great learning experience,train
1,customer service agent,train
2,amazon,train
2,art director,train
2,amazing place work,train
1,operation specialist,train
1,meh,train
2,awesome place work much complain,train
1,hostile work environment,train
2,best company work,train
2,good company learn become professional,train
2,overall great opportunity experience,train
1,never,train
1,great experience,train
2,program manager,train
1,netflix teamlead amsterdam,train
2,great company work,train
2,poor management manager living company value,train
1,customer obsessed employee neglect,train
2,sde,train
2,nice place work,train
1,transparant policy double standard,train
1,great developer otherwise comfortable place waste life,train
2,amazon,train
2,good company lot smart people difficult make difference,train
1,inside sale emea chaos,train
2,software engineer google,train
2,bother unless looking fill gap,train
1,fulfillment associate,train
2,redzone support,train
2,genius,train
1,area manager,train
2,great company,train
2,awesome placebest career,train
2,great everyone,train
1,management nightmare,train
2,great overall depending geo,train
2,finding better job,train
1,associate vendor manager,train
2,cushy job uninspired culture,train
2,finance,train
2,great place work hard move,train
1,manager amazon,train
2,good learning experience,train
2,shabby recommend,train
2,enterprise architect,train
2,political,train
1,warehouse fulfillment outboundinbound,train
2,engineering program manager,train
1,great opportunity college,train
2,r life,train
2,microsoft,train
2,solid coding varied silod environment,train
1,great exposure variety business process product,train
1,software development engineer,train
1,versandmitarbeiter,train
1,area manager,train
1,glass ceiling unless political allegiance,train
1,picker,train
2,happy apple rsum,train
2,opportunity,train
2,referral program specialist,train
2,sr software engineer,train
2,mechanical engineer,train
1,program manager,train
1,hr,train
2,great work culture,train
2,review approve every post appears site case community see something suspic,train
1,place solo get rewarded,train
2,associate,train
1,former self,train
2,business manager,train
1,customer obsessed interest employee shockingly political,train
1,strong experience treat employee well,train
2,work culture,train
1,overworked bored,train
2,specialist,train
1,empoye beware favoritism ahead,train
2,amazing company work,train
1,terrible management top trickle,train
2,happy,train
1,amazon successful company,train
2,good first parttime job,train
2,join google,train
2,mac genius,train
2,salary,train
2,ab billing escalation agent,train
2,great culture great coworkers,train
1,work,train
1,io app reviewer,train
1,alright,train
2,work amazon,train
1,want put year done,train
1,thankless dogeatdog environment,train
2,exceptional work environment,train
2,5 year still going,train
1,capable change yet afraid,train
1,terrible company,train
1,worst,train
2,great work place work,train
1,good till bad,train
1,terrible place work,train
2,greate place work,train
2,good benefit infrastructure lot politics,train
1,bad job,train
1,design researcher,train
1,cloud support engineer glorified call centre name premium support,train
1,worst corporate culture america,train
1,forklift driver,train
1,vcssds,train
2,best company work,train
1,whatever,train
1,absolutely job security,train
1,definitely work hard hope make history fun,train
1,decent company poor management,train
2,get much put,train
2,great place impact,train
1,experience absolutely dreadful,train
1,good learning growth opportunity le experienced risk averse management toxic culture,train
1,good learning experience,train
1,brutal,train
2,software engineer,train
1,monotonous,train
1,good setup good compensation many frustrating issue deter anyone away job,train
1,used,train
1,stow,train
1,overworked jekyll hyde company double standard,train
1,microsoft ok place work,train
1,redzone specialist part time,train
1,good,train
2,great experience,train
